CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED_p99	ED_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG10	2529886	0.519549	0.439168	0.080382	3.583082	0.119692	0.788873	-0.107472	5252	154	59	0.603896	0.571429	0.389610	0.435065	0.661017	0.610169	0.338983	0.389831	0.192054	0.121726	-0.196016	-0.121395	7.429267	3.645535	0.209003	0.146600	1.635322	0.805437	0.720112	-0.109740
Cp4.1LG10	2629886	0.520558	0.439114	0.081445	3.594045	0.119764	0.791136	-0.105521	5231	154	58	0.610390	0.577922	0.409091	0.435065	0.655172	0.603448	0.344828	0.396552	0.207344	0.129422	-0.194133	-0.129198	7.358699	3.733972	0.209360	0.148678	1.618909	0.820964	0.706366	-0.091495
Cp4.1LG10	2729886	0.521120	0.438875	0.082245	3.608327	0.119823	0.794175	-0.102699	5165	153	58	0.614379	0.575163	0.392157	0.431373	0.655172	0.603448	0.327586	0.396552	0.178611	0.122155	-0.182218	-0.133423	6.341274	3.481493	0.194050	0.144129	1.388564	0.775534	0.476461	-0.136675
Cp4.1LG10	2829886	0.520993	0.438635	0.082358	3.619125	0.119770	0.796536	-0.100438	5036	154	59	0.603896	0.571429	0.389610	0.435065	0.661017	0.610169	0.338983	0.389831	0.192054	0.121726	-0.196016	-0.121395	7.429267	3.645535	0.209003	0.146600	1.635322	0.805437	0.720112	-0.109740
Cp4.1LG10	2929886	0.520197	0.438499	0.081698	3.619686	0.119512	0.796732	-0.100259	4913	156	58	0.602564	0.570513	0.397436	0.435897	0.672414	0.603448	0.344828	0.396552	0.189213	0.120248	-0.196065	-0.128647	7.090112	3.991145	0.204465	0.152741	1.566539	0.867853	0.653180	-0.045363
Cp4.1LG10	3029886	0.518928	0.438489	0.080439	3.605776	0.119040	0.793781	-0.103170	4724	156	58	0.602564	0.570513	0.397436	0.435897	0.672414	0.603448	0.344828	0.396552	0.189213	0.120248	-0.196065	-0.128647	7.090112	3.991145	0.204465	0.152741	1.566539	0.867853	0.653180	-0.045363
Cp4.1LG10	3129886	0.517382	0.438567	0.078815	3.578910	0.118451	0.787966	-0.108910	4520	156	58	0.602564	0.570513	0.397436	0.435897	0.672414	0.603448	0.344828	0.396552	0.189213	0.120248	-0.196065	-0.128647	7.090112	3.991145	0.204465	0.152741	1.566539	0.867853	0.653180	-0.045363
Cp4.1LG10	3229886	0.515752	0.438663	0.077089	3.546816	0.117891	0.780986	-0.115836	4307	157	58	0.605096	0.566879	0.407643	0.439490	0.672414	0.620690	0.344828	0.396552	0.189435	0.121239	-0.193938	-0.138480	7.677460	4.078900	0.211948	0.155722	1.698584	0.899508	0.784812	-0.014135
Cp4.1LG10	3329886	0.514145	0.438671	0.075475	3.522773	0.117538	0.775790	-0.120999	4115	155	58	0.600000	0.567742	0.406452	0.438710	0.655172	0.603448	0.327586	0.396552	0.186318	0.126029	-0.196996	-0.126029	7.315297	3.646129	0.207898	0.147497	1.615810	0.800685	0.702827	-0.112173
Cp4.1LG10	3429886	0.512703	0.438261	0.074442	3.533694	0.117777	0.778347	-0.118317	4074	157	58	0.605096	0.566879	0.407643	0.439490	0.672414	0.620690	0.344828	0.396552	0.189435	0.121239	-0.193938	-0.138480	7.677460	4.078900	0.211948	0.155722	1.698584	0.899508	0.784812	-0.014135
Cp4.1LG10	3529886	0.512004	0.437017	0.074988	3.627482	0.119306	0.799197	-0.097200	3936	158	58	0.594937	0.563291	0.392405	0.436709	0.655172	0.620690	0.327586	0.396552	0.201222	0.123526	-0.202968	-0.131602	7.985010	3.712268	0.216718	0.147752	1.762284	0.823610	0.848181	-0.090345
Cp4.1LG10	3629886	0.512872	0.434585	0.078287	3.860028	0.122938	0.850580	-0.045443	3875	158	58	0.594937	0.563291	0.392405	0.436709	0.655172	0.620690	0.327586	0.396552	0.201222	0.123526	-0.202968	-0.131602	7.985010	3.712268	0.216718	0.147752	1.762284	0.823610	0.848181	-0.090345
Cp4.1LG10	3729886	0.515995	0.430880	0.085114	4.260649	0.129131	0.938908	0.043331	3784	155	58	0.600000	0.567742	0.406452	0.438710	0.655172	0.603448	0.327586	0.396552	0.186318	0.126029	-0.196996	-0.126029	7.315297	3.646129	0.207898	0.147497	1.615810	0.800685	0.702827	-0.112173
Cp4.1LG10	3829886	0.521681	0.426122	0.095559	4.817274	0.137772	1.061524	0.166542	3749	155	58	0.600000	0.567742	0.406452	0.438710	0.655172	0.603448	0.327586	0.396552	0.186318	0.126029	-0.196996	-0.126029	7.315297	3.646129	0.207898	0.147497	1.615810	0.800685	0.702827	-0.112173
Cp4.1LG10	3929886	0.529915	0.420621	0.109294	5.498166	0.148436	1.211395	0.317056	3605	154	58	0.610390	0.577922	0.409091	0.435065	0.655172	0.603448	0.344828	0.396552	0.207344	0.129422	-0.194133	-0.129198	7.358699	3.733972	0.209360	0.148678	1.618909	0.820964	0.706366	-0.091495
Cp4.1LG10	4029886	0.540532	0.414717	0.125815	6.265746	0.160604	1.380198	0.486387	3472	155	59	0.600000	0.567742	0.387097	0.432258	0.677966	0.610169	0.338983	0.389831	0.202952	0.131110	-0.190814	-0.128704	7.988344	4.142904	0.214981	0.156151	1.745948	0.914270	0.830410	-0.001294
Cp4.1LG10	4129886	0.552797	0.408750	0.144048	7.063405	0.173401	1.555454	0.661966	3339	156	58	0.602564	0.570513	0.397436	0.435897	0.672414	0.603448	0.344828	0.396552	0.189213	0.120248	-0.196065	-0.128647	7.090112	3.991145	0.204465	0.152741	1.566539	0.867853	0.653180	-0.045363
Cp4.1LG10	4229886	0.565396	0.403116	0.162279	7.812322	0.185497	1.719839	0.826424	3156	155	58	0.600000	0.567742	0.406452	0.438710	0.655172	0.603448	0.327586	0.396552	0.186318	0.126029	-0.196996	-0.126029	7.315297	3.646129	0.207898	0.147497	1.615810	0.800685	0.702827	-0.112173
Cp4.1LG10	4329886	0.576781	0.398471	0.178310	8.423640	0.195376	1.853894	0.960352	2887	154	58	0.610390	0.577922	0.409091	0.435065	0.655172	0.603448	0.344828	0.396552	0.207344	0.129422	-0.194133	-0.129198	7.358699	3.733972	0.209360	0.148678	1.618909	0.820964	0.706366	-0.091495
Cp4.1LG10	4429886	0.585638	0.395318	0.190319	8.847310	0.202183	1.946715	1.052969	2622	155	58	0.600000	0.567742	0.406452	0.438710	0.655172	0.603448	0.327586	0.396552	0.186318	0.126029	-0.196996	-0.126029	7.315297	3.646129	0.207898	0.147497	1.615810	0.800685	0.702827	-0.112173
Cp4.1LG10	4529886	0.591141	0.394131	0.197011	9.060372	0.205572	1.993324	1.099357	2413	153	58	0.614379	0.575163	0.392157	0.431373	0.655172	0.603448	0.327586	0.396552	0.178611	0.122155	-0.182218	-0.133423	6.341274	3.481493	0.194050	0.144129	1.388564	0.775534	0.476461	-0.136675
Cp4.1LG10	4629886	0.593506	0.394856	0.198651	9.080141	0.205863	1.997524	1.103338	2132	155	58	0.600000	0.567742	0.406452	0.438710	0.655172	0.603448	0.327586	0.396552	0.186318	0.126029	-0.196996	-0.126029	7.315297	3.646129	0.207898	0.147497	1.615810	0.800685	0.702827	-0.112173
Cp4.1LG10	4729886	0.593833	0.396898	0.196935	8.963122	0.203995	1.971687	1.077237	2037	157	58	0.605096	0.566879	0.407643	0.439490	0.672414	0.620690	0.344828	0.396552	0.189435	0.121239	-0.193938	-0.138480	7.677460	4.078900	0.211948	0.155722	1.698584	0.899508	0.784812	-0.014135
Cp4.1LG10	4829886	0.592609	0.399866	0.192743	8.733080	0.200438	1.920998	1.026209	1982	157	58	0.605096	0.566879	0.407643	0.439490	0.672414	0.620690	0.344828	0.396552	0.189435	0.121239	-0.193938	-0.138480	7.677460	4.078900	0.211948	0.155722	1.698584	0.899508	0.784812	-0.014135
Cp4.1LG10	4929886	0.589887	0.403415	0.186472	8.404395	0.195436	1.848623	0.953427	1878	156	58	0.602564	0.570513	0.397436	0.435897	0.672414	0.603448	0.344828	0.396552	0.189213	0.120248	-0.196065	-0.128647	7.090112	3.991145	0.204465	0.152741	1.566539	0.867853	0.653180	-0.045363
Cp4.1LG10	5029886	0.585814	0.407351	0.178463	7.996032	0.189251	1.758749	0.863144	1838	157	59	0.611465	0.566879	0.394904	0.433121	0.677966	0.610169	0.338983	0.389831	0.204685	0.121991	-0.198208	-0.126093	8.285125	3.815434	0.219367	0.149519	1.828877	0.851966	0.912458	-0.064485
Cp4.1LG10	5129886	0.580587	0.411583	0.169005	7.532358	0.182168	1.656782	0.760714	1819	158	59	0.588608	0.563291	0.386076	0.430380	0.661017	0.610169	0.338983	0.389831	0.188157	0.124651	-0.211650	-0.129371	8.348453	4.180551	0.219802	0.156511	1.826931	0.918092	0.910250	0.001429
Cp4.1LG10	5229886	0.574391	0.416020	0.158371	7.042797	0.174554	1.549258	0.652576	1816	159	59	0.591195	0.566038	0.389937	0.440252	0.661017	0.610169	0.338983	0.389831	0.174289	0.123441	-0.195608	-0.123441	7.015246	3.674126	0.201898	0.146679	1.547819	0.807533	0.630693	-0.109497
Cp4.1LG10	5329886	0.567409	0.420621	0.146788	6.551302	0.166638	1.441462	0.543800	1758	163	59	0.595092	0.564417	0.392638	0.435583	0.677966	0.610169	0.338983	0.389831	0.179266	0.122283	-0.202350	-0.128418	7.730659	3.495858	0.205886	0.142144	1.723284	0.764639	0.804482	-0.153809
Cp4.1LG10	5429886	0.559731	0.425426	0.134306	6.122785	0.158529	1.347516	0.448163	1664	163	59	0.595092	0.564417	0.392638	0.435583	0.677966	0.610169	0.338983	0.389831	0.179266	0.122283	-0.202350	-0.128418	7.730659	3.495858	0.205886	0.142144	1.723284	0.764639	0.804482	-0.153809
Cp4.1LG10	5529886	0.551322	0.430587	0.120735	6.023106	0.150366	1.325279	0.423301	1640	165	60	0.600000	0.557576	0.400000	0.436364	0.650000	0.600000	0.350000	0.400000	0.193939	0.116666	-0.192425	-0.128788	6.992368	3.555537	0.198485	0.142424	1.546908	0.778839	0.624951	-0.142962
Cp4.1LG10	5629886	0.541546	0.435920	0.105626	6.416144	0.142152	1.410372	0.504943	1683	168	60	0.607143	0.565476	0.398810	0.440476	0.666667	0.616667	0.333333	0.383333	0.179762	0.128572	-0.220238	-0.129762	8.583634	3.971393	0.220238	0.150000	1.891504	0.877041	0.968546	-0.045909
Cp4.1LG10	5729886	0.528659	0.441023	0.087636	7.113360	0.133223	1.561364	0.651771	1642	176	62	0.596591	0.556818	0.403409	0.437500	0.661290	0.612903	0.338710	0.403226	0.174487	0.119501	-0.189699	-0.129948	6.973919	4.203331	0.193548	0.151759	1.544610	0.927421	0.613772	-0.003298
Cp4.1LG10	5829886	0.513730	0.445089	0.068642	7.657502	0.123863	1.678724	0.764841	1576	182	63	0.587912	0.560440	0.401099	0.439560	0.666667	0.603175	0.333333	0.396825	0.195361	0.120269	-0.195971	-0.120880	9.197504	3.699971	0.221002	0.141026	2.028453	0.815973	1.093215	-0.119156
Cp4.1LG10	5929886	0.500166	0.447627	0.052539	7.737688	0.115325	1.695176	0.777461	1571	190	64	0.589474	0.563158	0.415789	0.447368	0.656250	0.609375	0.343750	0.406250	0.182730	0.110033	-0.172533	-0.119737	6.749218	3.296076	0.187993	0.131086	1.485129	0.724574	0.545078	-0.215391
Cp4.1LG10	6029886	0.490109	0.448558	0.041551	7.420072	0.108769	1.625445	0.704346	1622	197	66	0.588832	0.558376	0.411168	0.441624	0.666667	0.606061	0.348485	0.409091	0.154284	0.113829	-0.199662	-0.123750	7.882117	3.799874	0.199662	0.138978	1.728542	0.837850	0.781595	-0.109089
Cp4.1LG10	6129886	0.482380	0.447254	0.035126	6.939627	0.104273	1.521129	0.596507	1616	195	66	0.589744	0.558974	0.410256	0.441026	0.666667	0.606061	0.363636	0.409091	0.180186	0.113986	-0.190443	-0.124010	7.925800	4.085144	0.200699	0.144289	1.738119	0.900178	0.791727	-0.046206
Cp4.1LG10	6229886	0.476027	0.444302	0.031724	6.475085	0.101382	1.420980	0.492958	1671	194	66	0.587629	0.556701	0.412371	0.443299	0.651515	0.606061	0.348485	0.409091	0.162762	0.121837	-0.183068	-0.117620	7.377452	4.031057	0.193690	0.143080	1.616019	0.880770	0.669924	-0.065288
Cp4.1LG10	6329886	0.470938	0.440989	0.029949	6.087117	0.099564	1.337677	0.407085	1763	197	66	0.588832	0.558376	0.411168	0.441624	0.666667	0.606061	0.348485	0.409091	0.154284	0.113829	-0.199662	-0.123750	7.882117	3.799874	0.199662	0.138978	1.728542	0.837850	0.781595	-0.109089
Cp4.1LG10	6429886	0.466701	0.437967	0.028734	5.769000	0.098395	1.269317	0.337339	2009	201	67	0.587065	0.557214	0.407960	0.442786	0.656716	0.597015	0.343284	0.402985	0.169154	0.109453	-0.169154	-0.114428	6.460140	3.600731	0.179105	0.134328	1.424477	0.790197	0.473976	-0.160220
Cp4.1LG10	6529886	0.462394	0.435471	0.026923	5.441969	0.097480	1.198563	0.266136	2126	201	67	0.587065	0.557214	0.407960	0.442786	0.656716	0.597015	0.343284	0.402985	0.169154	0.109453	-0.169154	-0.114428	6.460140	3.600731	0.179105	0.134328	1.424477	0.790197	0.473976	-0.160220
Cp4.1LG10	6629886	0.457726	0.433625	0.024101	5.055566	0.096557	1.114485	0.182258	2176	199	67	0.592965	0.557789	0.407035	0.442211	0.656716	0.611940	0.343284	0.402985	0.179479	0.114603	-0.204155	-0.114753	8.797465	3.665486	0.209630	0.135154	1.931895	0.800185	0.981953	-0.149676
Cp4.1LG10	6729886	0.453073	0.432357	0.020716	4.626118	0.095530	1.020826	0.089203	2164	199	67	0.592965	0.557789	0.407035	0.442211	0.656716	0.611940	0.343284	0.402985	0.179479	0.114603	-0.204155	-0.114753	8.797465	3.665486	0.209630	0.135154	1.931895	0.800185	0.981953	-0.149676
Cp4.1LG10	6829886	0.448745	0.431444	0.017301	4.187753	0.094432	0.925216	-0.005700	2277	200	67	0.595000	0.560000	0.400000	0.440000	0.656716	0.597015	0.343284	0.402985	0.181940	0.112164	-0.167015	-0.122015	9.424600	3.536935	0.216791	0.132313	2.068636	0.772823	1.118421	-0.177383
Cp4.1LG10	6929886	0.444630	0.430567	0.014062	3.758545	0.093341	0.831693	-0.098604	2364	198	67	0.595960	0.560606	0.409091	0.444444	0.671642	0.597015	0.358209	0.417910	0.171868	0.112167	-0.182647	-0.117669	6.655787	3.754772	0.182647	0.137419	1.459609	0.825979	0.509979	-0.123661
Cp4.1LG10	7029886	0.440629	0.429671	0.010958	3.370129	0.092436	0.747173	-0.182694	2376	197	67	0.604061	0.568528	0.406091	0.441624	0.656716	0.597015	0.358209	0.402985	0.160467	0.111524	-0.164937	-0.113569	6.466731	3.463970	0.180165	0.131222	1.420833	0.754765	0.471466	-0.194539
Cp4.1LG10	7129886	0.437151	0.429318	0.007834	3.073604	0.091972	0.682730	-0.246833	2399	196	67	0.591837	0.561224	0.403061	0.443878	0.656716	0.597015	0.358209	0.402985	0.177124	0.118184	-0.207736	-0.118566	9.050977	4.016719	0.212458	0.141791	1.993335	0.886925	1.044179	-0.062158
Cp4.1LG10	7229886	0.434479	0.429754	0.004725	2.917195	0.092101	0.648768	-0.280397	2403	195	67	0.594872	0.558974	0.405128	0.446154	0.656716	0.597015	0.343284	0.388060	0.191427	0.124761	-0.181171	-0.120552	8.056384	4.485276	0.201225	0.150402	1.767579	0.986245	0.818770	0.037459
Cp4.1LG10	7329886	0.432636	0.431050	0.001586	2.906673	0.092767	0.646436	-0.282006	2382	193	67	0.590674	0.559585	0.414508	0.440415	0.641791	0.597015	0.343284	0.402985	0.160545	0.115150	-0.159307	-0.111824	5.759886	3.406753	0.170288	0.131313	1.268964	0.747308	0.320714	-0.200880
Cp4.1LG10	7429886	0.431416	0.433209	-0.001793	2.940885	0.093597	0.653613	-0.273645	2352	194	67	0.587629	0.561856	0.402062	0.438144	0.656716	0.611940	0.343284	0.402985	0.193337	0.117095	-0.193337	-0.128482	7.987567	4.301040	0.200108	0.146946	1.747433	0.950076	0.798935	0.001540
Cp4.1LG10	7529886	0.431088	0.436264	-0.005176	2.953912	0.094336	0.655893	-0.269747	2266	196	67	0.591837	0.561224	0.403061	0.443878	0.656716	0.597015	0.358209	0.402985	0.177124	0.118184	-0.207736	-0.118566	9.050977	4.016719	0.212458	0.141791	1.993335	0.886925	1.044179	-0.062158
Cp4.1LG10	7629886	0.432037	0.440150	-0.008113	2.946006	0.094879	0.653425	-0.270445	2053	197	67	0.604061	0.568528	0.406091	0.441624	0.656716	0.597015	0.358209	0.402985	0.160467	0.111524	-0.164937	-0.113569	6.466731	3.463970	0.180165	0.131222	1.420833	0.754765	0.471466	-0.194539
Cp4.1LG10	7729886	0.434553	0.444676	-0.010122	2.929985	0.095300	0.649176	-0.273131	2059	195	66	0.589744	0.558974	0.410256	0.441026	0.666667	0.606061	0.363636	0.409091	0.180186	0.113986	-0.190443	-0.124010	7.925800	4.085144	0.200699	0.144289	1.738119	0.900178	0.791727	-0.046206
Cp4.1LG10	7829886	0.438634	0.449487	-0.010853	2.922423	0.095760	0.646943	-0.274273	2071	193	66	0.595855	0.559585	0.398964	0.440415	0.666667	0.606061	0.333333	0.393939	0.195164	0.118621	-0.184409	-0.117444	7.533177	4.128144	0.195949	0.145313	1.658032	0.905656	0.712145	-0.040134
Cp4.1LG10	7929886	0.444400	0.454725	-0.010324	2.940912	0.096516	0.650703	-0.269979	2091	186	66	0.591398	0.559140	0.403226	0.435484	0.651515	0.606061	0.348485	0.393939	0.182307	0.124145	-0.204790	-0.122190	8.205267	3.814810	0.204790	0.140274	1.801739	0.835637	0.858006	-0.108081
Cp4.1LG10	8029886	0.452302	0.461500	-0.009197	2.980408	0.097690	0.659141	-0.260865	2104	182	64	0.593407	0.560440	0.406593	0.439560	0.671875	0.593750	0.359375	0.406250	0.162603	0.119505	-0.207418	-0.121223	8.128789	3.910472	0.207418	0.144059	1.783487	0.856823	0.845832	-0.080781
Cp4.1LG10	8129886	0.461676	0.469877	-0.008201	3.015993	0.099069	0.666592	-0.251966	2000	184	64	0.586957	0.565217	0.396739	0.440217	0.656250	0.609375	0.343750	0.390625	0.173913	0.119565	-0.173913	-0.120245	6.395521	3.590785	0.183424	0.137908	1.410660	0.787113	0.472356	-0.151102
Cp4.1LG10	8229886	0.469990	0.477936	-0.007947	3.027328	0.100136	0.668659	-0.248389	1904	185	64	0.583784	0.556757	0.400000	0.437838	0.671875	0.609375	0.343750	0.406250	0.184797	0.114443	-0.191976	-0.120524	7.390536	3.684470	0.197382	0.139696	1.625180	0.809380	0.686595	-0.129148
Cp4.1LG10	8329886	0.475493	0.484019	-0.008525	3.006573	0.100515	0.663750	-0.252337	1872	180	64	0.588889	0.561111	0.400000	0.433333	0.656250	0.593750	0.328125	0.406250	0.178472	0.112500	-0.188194	-0.115972	6.752812	3.526867	0.188542	0.137153	1.491597	0.776881	0.554501	-0.160123
