CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED_p99	ED_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG07	1125970	0.522786	0.609686	-0.086900	3.265214	0.116717	0.720899	-0.192812	1067	161	62	0.602484	0.565217	0.391304	0.428571	0.677419	0.596774	0.354839	0.403226	0.169405	0.116109	-0.211580	-0.124825	8.661253	3.922300	0.216489	0.147165	1.921094	0.854786	0.995346	-0.070692
Cp4.1LG07	1225970	0.529419	0.606268	-0.076850	3.054847	0.111282	0.674259	-0.243822	936	154	62	0.603896	0.571429	0.402597	0.428571	0.661290	0.596774	0.338710	0.403226	0.180771	0.116674	-0.187264	-0.116255	6.858329	3.547632	0.197319	0.142229	1.505355	0.780269	0.582536	-0.142523
Cp4.1LG07	1325970	0.538139	0.604445	-0.066306	2.909161	0.106729	0.642081	-0.278573	896	157	62	0.598726	0.560510	0.382166	0.433121	0.645161	0.612903	0.354839	0.403226	0.173413	0.115266	-0.182761	-0.124615	6.005481	3.517767	0.183583	0.140744	1.326444	0.770686	0.402378	-0.153268
Cp4.1LG07	1425970	0.547940	0.604058	-0.056117	2.815753	0.103215	0.621628	-0.299523	789	162	63	0.592593	0.561728	0.395062	0.438272	0.650794	0.603175	0.349206	0.396825	0.180776	0.114639	-0.183422	-0.124339	6.557669	3.602913	0.190477	0.141094	1.442802	0.796628	0.514399	-0.131768
Cp4.1LG07	1525970	0.558867	0.603006	-0.044138	2.736322	0.100167	0.604311	-0.315940	824	167	63	0.586826	0.562874	0.395210	0.437126	0.666667	0.603175	0.349206	0.396825	0.172037	0.118430	-0.205589	-0.126224	7.994736	3.875724	0.207395	0.145709	1.763879	0.854406	0.833653	-0.075790
Cp4.1LG07	1625970	0.571223	0.599101	-0.027878	2.689626	0.098149	0.594054	-0.323848	996	178	63	0.595506	0.561798	0.393258	0.438202	0.634921	0.603175	0.333333	0.396825	0.170591	0.117354	-0.186464	-0.119048	7.055705	3.570903	0.193776	0.138577	1.560091	0.782108	0.626102	-0.151736
Cp4.1LG07	1725970	0.583758	0.591247	-0.007489	2.736314	0.098225	0.603866	-0.310468	1012	176	63	0.590909	0.556818	0.397727	0.431818	0.666667	0.603175	0.349206	0.396825	0.182720	0.111202	-0.244048	-0.121393	10.842209	4.139344	0.241703	0.149802	2.380706	0.907950	1.447404	-0.025265
Cp4.1LG07	1825970	0.594075	0.581324	0.012750	2.912971	0.100538	0.641874	-0.268766	1034	179	63	0.586592	0.558659	0.402235	0.435754	0.666667	0.603175	0.349206	0.412698	0.191541	0.106855	-0.187994	-0.130088	8.139897	3.816566	0.205019	0.143301	1.808148	0.843524	0.873715	-0.090696
Cp4.1LG07	1925970	0.601209	0.572171	0.029039	3.175290	0.104317	0.698622	-0.208985	1030	179	63	0.586592	0.558659	0.402235	0.435754	0.666667	0.603175	0.349206	0.412698	0.191541	0.106855	-0.187994	-0.130088	8.139897	3.816566	0.205019	0.143301	1.808148	0.843524	0.873715	-0.090696
Cp4.1LG07	2025970	0.606069	0.565142	0.040927	3.441505	0.108196	0.756327	-0.149377	948	180	63	0.588889	0.555556	0.405556	0.438889	0.650794	0.603175	0.349206	0.396825	0.188889	0.111112	-0.184921	-0.123016	7.515484	3.493036	0.200794	0.137302	1.654498	0.766932	0.719936	-0.167551
Cp4.1LG07	2125970	0.609723	0.560122	0.049602	3.664774	0.111458	0.804767	-0.100113	939	179	63	0.586592	0.558659	0.402235	0.435754	0.666667	0.603175	0.349206	0.412698	0.191541	0.106855	-0.187994	-0.130088	8.139897	3.816566	0.205019	0.143301	1.808148	0.843524	0.873715	-0.090696
Cp4.1LG07	2225970	0.612608	0.556476	0.056132	3.835333	0.114082	0.841796	-0.062639	1013	179	60	0.592179	0.564246	0.396648	0.435754	0.666667	0.616667	0.333333	0.400000	0.181006	0.119460	-0.191807	-0.130447	6.628279	3.722371	0.192179	0.142365	1.464053	0.808465	0.537577	-0.117878
Cp4.1LG07	2325970	0.614889	0.553548	0.061341	3.963744	0.116226	0.869658	-0.034215	1016	178	60	0.589888	0.556180	0.398876	0.438202	0.666667	0.600000	0.333333	0.400000	0.189326	0.122472	-0.184457	-0.123034	6.822388	3.741531	0.194757	0.144944	1.506516	0.823387	0.580344	-0.102704
Cp4.1LG07	2425970	0.616808	0.550898	0.065910	4.069826	0.117965	0.892604	-0.010887	1026	177	60	0.587571	0.559322	0.395480	0.429379	0.666667	0.616667	0.350000	0.400000	0.187571	0.125424	-0.181639	-0.126271	7.449373	3.950485	0.203107	0.148588	1.642940	0.864148	0.717162	-0.061595
Cp4.1LG07	2525970	0.618594	0.548331	0.070263	4.157914	0.119238	0.911564	0.008147	1027	177	60	0.587571	0.559322	0.395480	0.429379	0.666667	0.616667	0.350000	0.400000	0.187571	0.125424	-0.181639	-0.126271	7.449373	3.950485	0.203107	0.148588	1.642940	0.864148	0.717162	-0.061595
Cp4.1LG07	2625970	0.620141	0.545819	0.074321	4.230360	0.120062	0.927052	0.023497	1040	176	60	0.596591	0.568182	0.397727	0.437500	0.666667	0.600000	0.333333	0.400000	0.168560	0.117803	-0.183712	-0.123106	6.085926	3.467818	0.184849	0.139773	1.339701	0.763083	0.414148	-0.162372
Cp4.1LG07	2725970	0.621001	0.543373	0.077628	4.298162	0.120636	0.941545	0.037828	1065	174	60	0.591954	0.557471	0.396552	0.436782	0.666667	0.616667	0.333333	0.400000	0.179310	0.111494	-0.194827	-0.127586	6.508697	3.717282	0.191380	0.144253	1.429038	0.824196	0.504188	-0.100692
Cp4.1LG07	2825970	0.620795	0.541526	0.079268	4.355828	0.120921	0.953984	0.050279	1135	172	60	0.593023	0.558140	0.401163	0.436047	0.666667	0.600000	0.350000	0.400000	0.191473	0.111628	-0.205039	-0.129070	8.003699	3.723057	0.211240	0.144961	1.749258	0.823161	0.825072	-0.101060
Cp4.1LG07	2925970	0.618729	0.541377	0.077351	4.376589	0.120524	0.958717	0.055249	1300	172	60	0.593023	0.558140	0.401163	0.436047	0.666667	0.600000	0.350000	0.400000	0.191473	0.111628	-0.205039	-0.129070	8.003699	3.723057	0.211240	0.144961	1.749258	0.823161	0.825072	-0.101060
Cp4.1LG07	3025970	0.613481	0.544271	0.069210	4.313002	0.118847	0.945543	0.042342	1434	172	60	0.593023	0.558140	0.401163	0.436047	0.666667	0.600000	0.350000	0.400000	0.191473	0.111628	-0.205039	-0.129070	8.003699	3.723057	0.211240	0.144961	1.749258	0.823161	0.825072	-0.101060
Cp4.1LG07	3125970	0.604387	0.551201	0.053186	4.104069	0.115154	0.901198	-0.001874	1567	167	60	0.592814	0.562874	0.401198	0.437126	0.666667	0.600000	0.333333	0.400000	0.193613	0.118862	-0.204291	-0.124351	7.731914	3.677891	0.208982	0.144910	1.696062	0.809033	0.773517	-0.113483
Cp4.1LG07	3225970	0.592614	0.561427	0.031187	3.745801	0.109665	0.824537	-0.078552	1713	171	60	0.596491	0.561404	0.403509	0.438596	0.666667	0.616667	0.350000	0.400000	0.171345	0.118128	-0.205556	-0.132164	7.120699	3.907275	0.200584	0.148831	1.565532	0.861228	0.641630	-0.062645
Cp4.1LG07	3325970	0.581748	0.572134	0.009614	3.341490	0.103997	0.737611	-0.165872	1916	171	61	0.584795	0.561404	0.397661	0.432749	0.672131	0.606557	0.344262	0.393443	0.172659	0.122328	-0.207746	-0.131723	7.740152	3.982573	0.207746	0.149267	1.698800	0.878434	0.772287	-0.048069
Cp4.1LG07	3425970	0.574369	0.580154	-0.005785	3.014612	0.099802	0.666992	-0.237286	2011	179	62	0.592179	0.564246	0.396648	0.435754	0.661290	0.612903	0.354839	0.403226	0.193909	0.118219	-0.219318	-0.122544	9.351899	3.514153	0.223013	0.138673	2.061236	0.772700	1.129484	-0.158929
Cp4.1LG07	3525970	0.570557	0.584876	-0.014319	2.808690	0.097173	0.622128	-0.283902	2083	180	62	0.594444	0.555556	0.400000	0.438889	0.661290	0.612903	0.338710	0.403226	0.161290	0.113978	-0.205734	-0.126165	7.811036	3.650376	0.205734	0.141218	1.721200	0.802421	0.789172	-0.129517
Cp4.1LG07	3625970	0.568871	0.587341	-0.018470	2.699400	0.095596	0.598101	-0.310291	2135	175	62	0.588571	0.560000	0.400000	0.434286	0.661290	0.612903	0.354839	0.403226	0.186359	0.114101	-0.200461	-0.128203	7.332525	3.599241	0.200461	0.140645	1.610788	0.789400	0.680382	-0.140951
Cp4.1LG07	3725970	0.568398	0.588788	-0.020390	2.639291	0.094634	0.584783	-0.325886	2247	175	63	0.577143	0.560000	0.394286	0.434286	0.650794	0.603175	0.333333	0.396825	0.184762	0.118731	-0.184127	-0.130159	6.537635	4.112098	0.187937	0.149207	1.440918	0.908161	0.507953	-0.024777
Cp4.1LG07	3825970	0.568644	0.590056	-0.021412	2.601407	0.094048	0.576356	-0.336042	2366	175	63	0.577143	0.560000	0.394286	0.434286	0.650794	0.603175	0.333333	0.396825	0.184762	0.118731	-0.184127	-0.130159	6.537635	4.112098	0.187937	0.149207	1.440918	0.908161	0.507953	-0.024777
Cp4.1LG07	3925970	0.569395	0.591373	-0.021978	2.581979	0.093826	0.572006	-0.341539	2455	177	63	0.593220	0.553672	0.406780	0.435028	0.666667	0.603175	0.349206	0.396825	0.180791	0.116223	-0.223837	-0.120528	9.427133	3.609374	0.223837	0.139898	2.082291	0.794231	1.148581	-0.139317
Cp4.1LG07	4025970	0.570708	0.592710	-0.022003	2.574107	0.093802	0.570177	-0.344209	2648	179	63	0.586592	0.558659	0.402235	0.435754	0.666667	0.603175	0.349206	0.412698	0.191541	0.106855	-0.187994	-0.130088	8.139897	3.816566	0.205019	0.143301	1.808148	0.843524	0.873715	-0.090696
Cp4.1LG07	4125970	0.572848	0.594224	-0.021376	2.582747	0.093877	0.571986	-0.343296	2766	186	64	0.591398	0.553763	0.397849	0.435484	0.640625	0.609375	0.328125	0.390625	0.184644	0.110383	-0.193380	-0.126008	7.177624	3.855136	0.194388	0.142641	1.580558	0.844689	0.641625	-0.094127
Cp4.1LG07	4225970	0.575919	0.595962	-0.020043	2.610783	0.094008	0.578119	-0.338390	2704	185	64	0.583784	0.556757	0.405405	0.432432	0.671875	0.609375	0.343750	0.406250	0.181757	0.107855	-0.214189	-0.134882	8.712903	3.944502	0.214189	0.144510	1.910745	0.868080	0.972175	-0.070462
Cp4.1LG07	4325970	0.579490	0.597767	-0.018277	2.647412	0.094134	0.586209	-0.331793	2696	185	63	0.594595	0.562162	0.405405	0.432432	0.666667	0.603175	0.333333	0.396825	0.190648	0.117032	-0.192021	-0.127843	8.137366	4.128488	0.208237	0.147748	1.784183	0.911124	0.848140	-0.024909
Cp4.1LG07	4425970	0.583161	0.599414	-0.016253	2.687388	0.094244	0.595064	-0.324603	2750	184	63	0.592391	0.554348	0.391304	0.434783	0.666667	0.619048	0.333333	0.396825	0.177537	0.109472	-0.231022	-0.124051	10.130408	3.715547	0.231884	0.141218	2.236090	0.817366	1.300210	-0.118352
Cp4.1LG07	4525970	0.586840	0.600776	-0.013936	2.732582	0.094409	0.605122	-0.316207	2794	185	63	0.594595	0.562162	0.405405	0.432432	0.666667	0.603175	0.333333	0.396825	0.190648	0.117032	-0.192021	-0.127843	8.137366	4.128488	0.208237	0.147748	1.784183	0.911124	0.848140	-0.024909
Cp4.1LG07	4625970	0.590682	0.601974	-0.011292	2.782031	0.094646	0.616188	-0.306596	2775	185	63	0.594595	0.562162	0.405405	0.432432	0.666667	0.603175	0.333333	0.396825	0.190648	0.117032	-0.192021	-0.127843	8.137366	4.128488	0.208237	0.147748	1.784183	0.911124	0.848140	-0.024909
Cp4.1LG07	4725970	0.594601	0.603220	-0.008619	2.833547	0.094949	0.627789	-0.296120	2757	185	63	0.594595	0.562162	0.405405	0.432432	0.666667	0.603175	0.333333	0.396825	0.190648	0.117032	-0.192021	-0.127843	8.137366	4.128488	0.208237	0.147748	1.784183	0.911124	0.848140	-0.024909
Cp4.1LG07	4825970	0.598363	0.604667	-0.006304	2.889626	0.095409	0.640462	-0.284113	2740	186	64	0.591398	0.553763	0.397849	0.435484	0.640625	0.609375	0.328125	0.390625	0.184644	0.110383	-0.193380	-0.126008	7.177624	3.855136	0.194388	0.142641	1.580558	0.844689	0.641625	-0.094127
Cp4.1LG07	4925970	0.602257	0.606436	-0.004179	2.952366	0.096051	0.654637	-0.270056	2575	187	64	0.604278	0.561497	0.395722	0.438503	0.671875	0.609375	0.328125	0.406250	0.185244	0.107119	-0.211982	-0.121491	8.601518	3.647553	0.212400	0.138787	1.895308	0.805910	0.956076	-0.133212
Cp4.1LG07	5025970	0.606630	0.608514	-0.001884	3.026160	0.096921	0.671242	-0.253132	2369	189	64	0.592593	0.555556	0.402116	0.439153	0.656250	0.609375	0.343750	0.390625	0.185847	0.122354	-0.191634	-0.122851	8.176946	3.925390	0.207011	0.143767	1.793766	0.867196	0.854019	-0.072562
Cp4.1LG07	5125970	0.611606	0.610728	0.000878	3.111983	0.098000	0.690459	-0.233520	2181	194	64	0.592784	0.556701	0.417526	0.443299	0.640625	0.609375	0.328125	0.390625	0.181701	0.119523	-0.181379	-0.124195	6.694387	4.045136	0.186856	0.145457	1.470377	0.889998	0.529220	-0.051137
Cp4.1LG07	5225970	0.616884	0.612573	0.004311	3.202386	0.099155	0.710589	-0.213193	2090	193	65	0.595855	0.554404	0.393782	0.435233	0.646154	0.600000	0.338462	0.400000	0.195377	0.108091	-0.190354	-0.123635	7.821871	4.003376	0.200398	0.143882	1.723128	0.883678	0.779699	-0.059701
Cp4.1LG07	5325970	0.622052	0.613467	0.008585	3.285826	0.100172	0.728999	-0.194934	1861	195	65	0.584615	0.558974	0.394872	0.435897	0.646154	0.600000	0.338462	0.400000	0.184616	0.107692	-0.179487	-0.128205	6.997226	3.995663	0.189744	0.143590	1.534707	0.877277	0.590780	-0.066629
Cp4.1LG07	5425970	0.626675	0.612980	0.013696	3.356434	0.101151	0.744375	-0.179441	1769	189	64	0.592593	0.555556	0.402116	0.439153	0.656250	0.609375	0.343750	0.390625	0.185847	0.122354	-0.191634	-0.122851	8.176946	3.925390	0.207011	0.143767	1.793766	0.867196	0.854019	-0.072562
Cp4.1LG07	5525970	0.630446	0.611259	0.019187	3.400730	0.102194	0.753616	-0.168957	1705	190	64	0.594737	0.552632	0.400000	0.442105	0.656250	0.609375	0.343750	0.406250	0.167599	0.114638	-0.193914	-0.125164	8.352909	3.786361	0.208882	0.141118	1.838171	0.831686	0.898094	-0.108323
Cp4.1LG07	5625970	0.633100	0.609578	0.023522	3.404672	0.103152	0.753711	-0.166382	1625	190	64	0.594737	0.552632	0.400000	0.442105	0.656250	0.609375	0.343750	0.406250	0.167599	0.114638	-0.193914	-0.125164	8.352909	3.786361	0.208882	0.141118	1.838171	0.831686	0.898094	-0.108323
Cp4.1LG07	5725970	0.633611	0.609968	0.023642	3.376502	0.103976	0.746800	-0.170380	1500	194	64	0.592784	0.556701	0.417526	0.443299	0.640625	0.609375	0.328125	0.390625	0.181701	0.119523	-0.181379	-0.124195	6.694387	4.045136	0.186856	0.145457	1.470377	0.889998	0.529220	-0.051137
Cp4.1LG07	5825970	0.632077	0.613685	0.018392	3.332181	0.104413	0.736698	-0.178365	1345	196	64	0.591837	0.556122	0.403061	0.438776	0.656250	0.593750	0.343750	0.406250	0.182079	0.108737	-0.190689	-0.124043	7.494678	3.748819	0.197066	0.139349	1.650744	0.826717	0.708995	-0.114965
Cp4.1LG07	5925970	0.629675	0.619969	0.009705	3.305935	0.104510	0.731075	-0.183291	1305	190	63	0.584211	0.557895	0.410526	0.442105	0.666667	0.619048	0.333333	0.412698	0.187386	0.108438	-0.192983	-0.124395	8.216274	3.698861	0.208522	0.140101	1.801203	0.814129	0.863710	-0.123353
Cp4.1LG07	6025970	0.627020	0.627024	-0.000004	3.304572	0.104575	0.731285	-0.183420	1123	187	62	0.598930	0.556150	0.406417	0.438503	0.661290	0.612903	0.322581	0.387097	0.201138	0.120752	-0.201483	-0.120752	8.783540	3.759110	0.217354	0.142401	1.930112	0.830313	0.996024	-0.103743
Cp4.1LG07	6125970	0.624147	0.633873	-0.009726	3.312918	0.104879	0.733792	-0.181158	1055	169	61	0.591716	0.562130	0.402367	0.431953	0.688525	0.606557	0.327869	0.393443	0.180521	0.110874	-0.198758	-0.121350	7.923589	3.674002	0.209235	0.143176	1.751587	0.803125	0.825636	-0.122655
Cp4.1LG07	6225970	0.621297	0.640056	-0.018758	3.318598	0.105397	0.735821	-0.178741	1045	168	61	0.601190	0.559524	0.398810	0.434524	0.672131	0.606557	0.344262	0.393443	0.177986	0.116901	-0.216725	-0.136319	8.386721	3.983664	0.216725	0.149688	1.842982	0.874518	0.917458	-0.050941
Cp4.1LG07	6325970	0.618839	0.645192	-0.026354	3.312525	0.105910	0.735328	-0.178297	1158	172	61	0.598837	0.563953	0.401163	0.436047	0.672131	0.606557	0.327869	0.393443	0.177373	0.113420	-0.210160	-0.128193	7.935897	3.766043	0.210160	0.144586	1.741458	0.833104	0.814614	-0.093776
Cp4.1LG07	6425970	0.616469	0.649849	-0.033380	3.315830	0.106548	0.736881	-0.175610	1166	179	61	0.597765	0.558659	0.402235	0.441341	0.672131	0.622951	0.327869	0.393443	0.203590	0.120523	-0.202857	-0.131331	8.379415	3.966703	0.213665	0.147724	1.851364	0.874955	0.922188	-0.054102
Cp4.1LG07	6525970	0.613576	0.655083	-0.041507	3.368701	0.107800	0.749431	-0.161989	1281	175	63	0.577143	0.560000	0.394286	0.434286	0.650794	0.603175	0.333333	0.396825	0.184762	0.118731	-0.184127	-0.130159	6.537635	4.112098	0.187937	0.149207	1.440918	0.908161	0.507953	-0.024777
Cp4.1LG07	6625970	0.609962	0.661405	-0.051443	3.493027	0.110144	0.777847	-0.132529	1441	176	63	0.590909	0.556818	0.397727	0.431818	0.666667	0.603175	0.349206	0.396825	0.182720	0.111202	-0.244048	-0.121393	10.842209	4.139344	0.241703	0.149802	2.380706	0.907950	1.447404	-0.025265
Cp4.1LG07	6725970	0.605968	0.668628	-0.062660	3.661577	0.113317	0.815988	-0.093436	1505	178	62	0.589888	0.556180	0.404494	0.432584	0.661290	0.612903	0.338710	0.403226	0.166908	0.121421	-0.191555	-0.125589	7.028337	3.875138	0.195723	0.145161	1.549012	0.857849	0.617540	-0.073525
Cp4.1LG07	6825970	0.601736	0.676080	-0.074343	3.835041	0.116749	0.855097	-0.053555	1547	176	62	0.596591	0.562500	0.403409	0.431818	0.677419	0.612903	0.354839	0.387097	0.178335	0.123167	-0.202896	-0.131781	8.329486	3.894984	0.213343	0.146077	1.831307	0.859995	0.900557	-0.070724
Cp4.1LG07	6925970	0.597587	0.682905	-0.085317	3.990283	0.120011	0.889971	-0.018062	1649	174	62	0.591954	0.551724	0.402299	0.436782	0.661290	0.612903	0.338710	0.403226	0.165925	0.116240	-0.210789	-0.127734	8.221044	3.852573	0.210789	0.145161	1.817566	0.852867	0.887372	-0.077229
Cp4.1LG07	7025970	0.594295	0.688229	-0.093934	4.102408	0.122555	0.915010	0.007569	1782	174	62	0.591954	0.551724	0.402299	0.436782	0.661290	0.612903	0.338710	0.403226	0.165925	0.116240	-0.210789	-0.127734	8.221044	3.852573	0.210789	0.145161	1.817566	0.852867	0.887372	-0.077229
Cp4.1LG07	7125970	0.592425	0.691559	-0.099135	4.159170	0.124042	0.927503	0.020659	1794	175	62	0.588571	0.560000	0.400000	0.434286	0.661290	0.612903	0.354839	0.403226	0.186359	0.114101	-0.200461	-0.128203	7.332525	3.599241	0.200461	0.140645	1.610788	0.789400	0.680382	-0.140951
Cp4.1LG07	7225970	0.592140	0.693086	-0.100946	4.159352	0.124347	0.927332	0.020973	1808	174	61	0.591954	0.557471	0.396552	0.436782	0.655738	0.606557	0.344262	0.393443	0.182118	0.122103	-0.210005	-0.123798	7.816572	3.773175	0.208310	0.144244	1.718373	0.837088	0.790858	-0.090444
Cp4.1LG07	7325970	0.593149	0.693254	-0.100104	4.111287	0.123601	0.916510	0.010453	1905	172	61	0.598837	0.563953	0.401163	0.436047	0.672131	0.606557	0.327869	0.393443	0.177373	0.113420	-0.210160	-0.128193	7.935897	3.766043	0.210160	0.144586	1.741458	0.833104	0.814614	-0.093776
Cp4.1LG07	7425970	0.595040	0.692328	-0.097289	4.023850	0.122000	0.897075	-0.008895	1948	168	61	0.601190	0.559524	0.398810	0.434524	0.672131	0.606557	0.344262	0.393443	0.177986	0.116901	-0.216725	-0.136319	8.386721	3.983664	0.216725	0.149688	1.842982	0.874518	0.917458	-0.050941
Cp4.1LG07	7525970	0.597325	0.690717	-0.093393	3.908085	0.119880	0.871372	-0.034422	1862	168	61	0.601190	0.559524	0.398810	0.434524	0.672131	0.606557	0.344262	0.393443	0.177986	0.116901	-0.216725	-0.136319	8.386721	3.983664	0.216725	0.149688	1.842982	0.874518	0.917458	-0.050941
Cp4.1LG07	7625970	0.599892	0.688924	-0.089032	3.778846	0.117533	0.842614	-0.062895	1765	169	61	0.591716	0.562130	0.402367	0.431953	0.688525	0.606557	0.327869	0.393443	0.180521	0.110874	-0.198758	-0.121350	7.923589	3.674002	0.209235	0.143176	1.751587	0.803125	0.825636	-0.122655
Cp4.1LG07	7725970	0.602801	0.687183	-0.084383	3.642981	0.115064	0.812344	-0.092941	1747	168	61	0.601190	0.559524	0.398810	0.434524	0.672131	0.606557	0.344262	0.393443	0.177986	0.116901	-0.216725	-0.136319	8.386721	3.983664	0.216725	0.149688	1.842982	0.874518	0.917458	-0.050941
Cp4.1LG07	7825970	0.605921	0.685425	-0.079504	3.501244	0.112534	0.780740	-0.124331	1834	168	61	0.601190	0.559524	0.398810	0.434524	0.672131	0.606557	0.344262	0.393443	0.177986	0.116901	-0.216725	-0.136319	8.386721	3.983664	0.216725	0.149688	1.842982	0.874518	0.917458	-0.050941
Cp4.1LG07	7925970	0.609274	0.683472	-0.074199	3.345164	0.109828	0.745923	-0.158777	1820	169	61	0.591716	0.562130	0.402367	0.431953	0.688525	0.606557	0.327869	0.393443	0.180521	0.110874	-0.198758	-0.121350	7.923589	3.674002	0.209235	0.143176	1.751587	0.803125	0.825636	-0.122655
Cp4.1LG07	8025970	0.612746	0.681230	-0.068484	3.174912	0.106935	0.707937	-0.196191	1905	171	61	0.584795	0.561404	0.397661	0.432749	0.672131	0.606557	0.344262	0.393443	0.172659	0.122328	-0.207746	-0.131723	7.740152	3.982573	0.207746	0.149267	1.698800	0.878434	0.772287	-0.048069
Cp4.1LG07	8125970	0.615930	0.678719	-0.062788	3.012475	0.104097	0.671670	-0.231795	1977	171	61	0.584795	0.561404	0.397661	0.432749	0.672131	0.606557	0.344262	0.393443	0.172659	0.122328	-0.207746	-0.131723	7.740152	3.982573	0.207746	0.149267	1.698800	0.878434	0.772287	-0.048069
Cp4.1LG07	8225970	0.617967	0.676241	-0.058274	2.898383	0.101908	0.646128	-0.256698	2096	171	61	0.584795	0.561404	0.397661	0.432749	0.672131	0.606557	0.344262	0.393443	0.172659	0.122328	-0.207746	-0.131723	7.740152	3.982573	0.207746	0.149267	1.698800	0.878434	0.772287	-0.048069
Cp4.1LG07	8325970	0.618026	0.674323	-0.056297	2.864892	0.101038	0.638498	-0.263674	2069	168	60	0.595238	0.559524	0.398810	0.434524	0.650000	0.616667	0.333333	0.383333	0.175000	0.123810	-0.188096	-0.129762	6.226848	3.971393	0.188096	0.150000	1.367716	0.868963	0.444836	-0.053871
Cp4.1LG07	8425970	0.615872	0.673243	-0.057371	2.914269	0.101777	0.649228	-0.252280	2111	164	60	0.585366	0.560976	0.390244	0.432927	0.666667	0.600000	0.350000	0.400000	0.171545	0.116667	-0.200406	-0.133740	7.028994	3.951386	0.200406	0.149187	1.545683	0.862412	0.624162	-0.059031
